Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset volume
1693008000000,0.23420000,0.23740000,0.23250000,0.23310000,5333612.00000000,1693094399999,1253425.98670000,4548,2282681.00000000,536876.16580000,0
