Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset volume
1671148800000,4.66770000,4.74420000,3.96890000,4.04790000,5158377.77000000,1671235199999,22550906.74234900,77624,2469931.76000000,10806807.17430600,0
