Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset volume
1539648000000,0.46183000,0.48896000,0.45554000,0.48352000,126629832.40000000,1539734399999,59718125.92855600,73496,67608358.70000000,31871432.21698800,0
