Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset volume
1670630400000,0.12020000,0.12800000,0.09270000,0.09310000,183841142.00000000,1670716799999,19846757.65820000,102919,84996816.00000000,9223443.95510000,0
