Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset volume
1592352000000,0.02061000,0.02140000,0.01998000,0.02073000,262324436.10000000,1592438399999,5447772.87244700,13707,122502776.40000000,2547803.56217700,0
